sender_id,sender,total_messages,active_days,avg_message_length,link_ratio,anomaly_label
8081812667,,15,2,11.87,0.0,unknown
5765039356,Its_sa1002,15,4,25.93,0.0,unknown
8212359098,UniqueMavis,15,2,32.07,0.0,unknown
8391756119,,15,4,12.47,0.0,unknown
8034092460,Hnhhwkkk,15,7,43.33,0.0,unknown
Lucianotaa,Lucianotaa,15,3,146.0,0.0,unknown
8336757390,,15,2,64.0,0.0,unknown
8266437250,,15,6,21.07,0.0,unknown
7801044171,,15,1,19.4,0.0,unknown
8500966406,,15,1,7.4,0.0,unknown
8255165194,,15,5,100.13,0.1333,unknown
8609030011,,15,1,11.4,0.0,unknown
8395220948,,15,5,7.13,0.0,unknown
1204704379,User7445kkk,15,1,15.67,0.0,unknown
8434771475,Xyz345668,15,1,4.33,0.0,unknown
Pipa1984,Pipa1984,15,7,564.67,0.2667,unknown
6519958947,,15,1,22.8,0.0,unknown
8077848017,,15,2,6.33,0.0,unknown
843540211,Alanbarznji,15,1,13.2,0.0,unknown
Tomaktomata,Tomaktomata,15,6,360.73,0.0,unknown
8557540510,Jupiterr_XOXO,15,1,44.73,0.0,unknown
8582425407,,15,6,2.33,0.0,unknown
6132739796,kaleshpagluuXD,15,2,5.13,0.0,unknown
8773093389,,15,1,11.07,0.0,unknown
Majestconiccc,Majestconiccc,15,3,46.8,0.6,unknown
8054550679,,15,1,56.8,0.0,unknown
6664234980,yamhaj2,15,3,14.6,0.0,unknown
1319062468,is231,15,7,205.07,0.6,unknown
747554999,,15,7,39.87,0.1333,unknown
krysalven,krysalven,15,1,6.6,0.0,unknown
1360236293,A_N_S_A_M,15,6,237.27,0.0,unknown
7797315484,dotttpo,15,1,12.33,0.0,unknown
8343198847,,15,1,7.4,0.0,unknown
8768794912,Pensativo01,15,2,757.0,0.7333,unknown
7631201176,Nova_Risen,15,5,9.33,0.0,unknown
8244983515,,15,3,14.47,0.0,unknown
Flash_D_Best,Flash_D_Best,15,8,102.0,0.0,unknown
Dan2000hi,Dan2000hi,15,8,71.4,0.0,unknown
8476805852,,15,1,16.0,0.0,unknown
Burrito202,Burrito202,15,1,29.47,0.0,unknown
8304837914,,15,3,26.47,0.0,unknown
6670816620,crithma1212,15,11,962.0,0.0,unknown
805580387,,15,1,20.0,0.0,unknown
Ndubuisidaniel,Ndubuisidaniel,15,2,18.87,0.0,unknown
600478024,imDevilLucifer,15,3,11.2,0.0,unknown
8379289851,A_B_B_X_N,15,2,29.13,0.8667,unknown
8658297445,,15,3,26.93,0.0,unknown
7435106650,,15,4,158.67,0.0,unknown
8744383726,,15,2,15.67,0.0,unknown
5854428642,,15,4,41.07,0.0,unknown
8153823479,GUJJAR_9,15,1,13.07,0.0,unknown
1374922504,akumar49655,15,3,23.4,0.0,unknown
5835093942,,15,2,3.8,0.0,unknown
usarioverificado32,usarioverificado32,15,2,271.0,0.0,unknown
Bunnys_nuggle,Bunnys_nuggle,15,6,30.07,1.0,unknown
abod118011,abod118011,15,6,81.0,0.0,unknown
8349104141,Harry_2599,15,1,44.47,0.0,unknown
8265907632,,15,7,13.27,0.0,unknown
5346980958,,15,1,46.8,0.0,unknown
7424010072,,15,1,19.87,0.0,unknown
1943964749,mrsmanara,15,6,82.13,0.0,unknown
7623316293,ankulav9,15,3,30.8,0.0,unknown
8731248406,,15,1,18.27,0.0,unknown
ENABO5574,ENABO5574,15,1,9.2,0.0,unknown
8799543875,,15,1,15.6,0.0,unknown
7605380262,Beyour_nick,15,1,23.27,0.0,unknown
8583338491,,15,1,7.13,0.0,unknown
8091347074,BILLIPAGLi789,15,1,7.53,0.0,unknown
7279547204,,15,5,10.47,0.0,unknown
6596002996,jktfina,15,11,488.0,1.0,unknown
873702634,,15,7,15.33,0.0,unknown
991483213,,15,1,6.13,0.0,unknown
8799050851,,15,5,3.47,0.0,unknown
chaveztunota,chaveztunota,15,3,188.0,0.0,unknown
8567720554,,15,1,11.93,0.0,unknown
Nuevaera123,Nuevaera123,15,6,1537.0,0.0,unknown
6466257965,CQQ5C,15,7,125.6,0.0,unknown
6604632718,,15,5,23.87,0.0,unknown
8594289982,,15,3,539.0,1.0,unknown
6342920310,,15,4,18.27,0.0,unknown
7615709589,,15,3,35.33,0.0,unknown
8547802863,sofia2012x,15,1,11.33,0.0,unknown
6390272821,itz_sagar_001,15,2,13.07,0.0,unknown
8486768040,,15,1,122.73,0.0,unknown
8757494357,,15,2,6.13,0.0,unknown
1394708506,itsfatin7,15,6,112.67,0.0,unknown
429822885,smotrickayaa,15,4,55.93,0.0,unknown
8275346971,,15,4,11.93,0.0,unknown
GuardiaSvizzeraBot,GuardiaSvizzeraBot,15,7,53.2,0.0,unknown
8014278592,Shittalkinggx,15,6,165.0,0.0,unknown
408991638,Marehan99,15,7,54.6,0.0,unknown
richirichi12,richirichi12,15,9,531.0,0.0,unknown
7598391657,Ojjhhujj,15,9,58.47,0.0,unknown
8207933344,hitasio,15,3,16.33,0.0,unknown
8304932864,,15,1,243.0,1.0,unknown
aounmuhammad51214,aounmuhammad51214,15,2,66.33,0.0,unknown
7195278644,MmMm44886,15,7,234.87,0.0,unknown
8610106212,,15,2,7.07,0.0,unknown
7658427041,unberuhrt,15,6,192.07,0.0,unknown
Radhhhhey,Radhhhhey,15,2,23.53,0.0,unknown
I_Muwahida,I_Muwahida,15,6,173.47,0.0,unknown
8495211934,smtisoff,15,1,24.8,0.0,unknown
1245719063,punofgod,15,7,26.8,0.0,unknown
6547681558,Fawy99,15,8,139.27,0.0,unknown
812031782,fkfkew,15,2,47.93,0.0,unknown
Satorugojo_001,Satorugojo_001,15,1,6.87,0.0,unknown
8516228698,,15,2,47.0,0.0,unknown
7912600030,PPicasooh,15,2,936.0,0.0,unknown
8653143427,,14,1,4.43,0.0,unknown
IQKING30,IQKING30,14,2,18.14,0.0,unknown
8412889088,adda568,14,1,11.43,0.0,unknown
7304211727,,14,1,8.07,0.0,unknown
Social_engineering,Social_engineering,14,8,1422.57,0.2857,unknown
Missvoldemort,Missvoldemort,14,6,51.86,0.0,unknown
qabgooba,qabgooba,14,3,11.21,0.0,unknown
6611887385,marwa3333330,14,7,83.86,0.0,unknown
8348450827,,14,4,48.79,1.0,unknown
Nobita_editer,Nobita_editer,14,4,22.43,0.0,unknown
737845578,KiPPi1234,14,6,28.79,0.0,unknown
8019478060,,14,10,61.79,1.0,unknown
GPhysique,GPhysique,14,3,125.64,0.0,unknown
8222795424,,14,4,13.0,0.0,unknown
8058401867,lagonlo,14,1,153.0,0.0,unknown
Alphabets21,Alphabets21,14,1,279.0,1.0,unknown
8258946173,,14,2,63.07,0.0,unknown
Robot_Sir,Robot_Sir,14,1,26.07,0.0,unknown
1184457571,Crocodile_Game4_Bot,14,7,165.64,0.0,unknown
8538943619,AsHbqPwXTtMcK,14,1,120.86,0.0,unknown
7672492315,AL_SAA1D,14,2,17.29,0.6429,unknown
6444541769,theofficial_kankana,14,1,9.79,0.0,unknown
BigDJ669,BigDJ669,14,1,24.07,0.0,unknown
7012780835,alexbinsb,14,1,28.93,0.0,unknown
5248437463,sa3l2,14,2,74.43,0.0,unknown
7207877132,Darkne707,14,1,41.29,0.0,unknown
6471325725,HZR_Abulfazl,14,1,23.79,0.0,unknown
7884130030,Aking0078,14,3,5.43,0.0,unknown
8250337246,Shinchan9264,14,1,14.71,0.0,unknown
6476502778,CARSs2009,14,1,139.93,1.0,unknown
sekai_q,sekai_q,14,4,10.79,0.0,unknown
8524173184,,14,7,60.21,0.0,unknown
8234021807,,14,7,445.0,1.0,unknown
8647653160,,14,1,72.64,0.0,unknown
6636423857,Yozrf,14,3,36.21,0.0,unknown
7550882535,,14,6,32.14,0.0,unknown
7509907871,,14,1,43.71,0.0,unknown
6951262076,,14,1,18.36,0.0,unknown
Itfinehumang,Itfinehumang,14,1,11.57,0.0,unknown
7419301992,Ejjkkkuy,14,9,45.14,0.0,unknown
8361136326,,14,4,127.57,0.0,unknown
1090699616,,14,2,77.64,0.0,unknown
6334007466,n457823,14,1,241.0,0.0,unknown
8549583443,Mrplata1,14,3,42.36,0.0,unknown
8667583284,Shailzashahi,14,1,26.36,0.0,unknown
8705806118,,14,1,19.0,0.0,unknown
8190702415,PSPcasino,14,7,353.0,0.0,unknown
8548862736,,14,6,5.86,0.0,unknown
8006093180,BBflashh,14,4,806.0,0.0,unknown
6451010486,Boss2836,14,1,37.5,0.0,unknown
8660482321,,14,1,8.0,0.0,unknown
650057523,Bbbbcbbn,14,2,20.36,0.0,unknown
8044171596,,14,1,38.71,0.0,unknown
6685887866,,14,2,55.43,0.0,unknown
7903768244,Tayyabflash,14,6,1066.79,0.0,unknown
8481812396,Spontaneitycallstoyou,14,1,16.5,0.0,unknown
1153740081,,14,2,36.29,0.0,unknown
8546545808,Oui111111,14,1,24.36,0.0,unknown
6588691650,Premiumccandlogs,14,7,139.86,0.0714,unknown
8682064979,,14,2,9.93,0.0,unknown
8276812530,SPACE_PROC,14,7,356.0,0.0,unknown
-1002083385892,hawkersprimeleakfree,14,1,34.43,0.6429,unknown
1118767143,,14,1,11.64,0.0,unknown
8290500590,,14,4,146.0,0.0,unknown
Ruham_o,Ruham_o,14,5,15.36,0.0,unknown
7723250461,,14,4,43.14,0.0,unknown
1483866055,,14,1,35.57,0.0,unknown
1029645470,,14,4,17.0,0.0,unknown
Jorge_Flasher,Jorge_Flasher,14,7,893.0,0.0,unknown
8234290713,dilwodovna_moon,14,7,12.36,0.0,unknown
7098269393,,14,1,24.64,0.0,unknown
6284725691,P_R_I_T_A_M_0_7,14,1,12.29,0.0,unknown
1405551870,ahmed_bash11,14,6,89.29,0.0,unknown
2933610722,,14,7,185.29,0.0,unknown
8378042219,Sdfvfn,14,1,26.5,0.0,unknown
851404029,AresCR,14,6,41.71,0.0,unknown
6797282421,,14,1,695.0,1.0,unknown
5940256118,,14,5,24.79,0.0,unknown
6845049141,never_the_less,14,4,31.86,0.0,unknown
7933282974,,14,2,16.71,0.0,unknown
taeixz,taeixz,14,6,6.64,0.0,unknown
5401909553,Kirthilive,14,1,2.0,0.0,unknown
floliiiiva1234,floliiiiva1234,14,3,1083.0,1.0,unknown
Comesextme1,Comesextme1,14,3,3.0,0.0,unknown
7561212734,,14,1,6.14,0.0,unknown
5599813389,,14,9,2.79,0.0,unknown
7001743269,THECryptoKingPro,14,2,883.0,0.0,unknown
8264730052,Nazila_flasher,14,2,561.0,0.0,unknown
72062335,Seenk0,14,6,39.36,0.0,unknown
8421707168,Guru347d,14,1,10.0,0.0,unknown
7290734936,WANAKING1,14,6,253.36,0.2143,unknown
8792642073,,14,1,6.64,0.0,unknown
8458753015,,14,2,271.0,0.0,unknown
5808629477,,14,3,14.0,0.0,unknown
maayan1913,maayan1913,14,2,48.43,0.0,unknown
7463004366,Cool236,14,2,8.0,0.0,unknown
8351103600,Boris_Gromo,14,8,82.0,0.0,unknown
PuputHONEY,PuputHONEY,14,7,540.57,1.0,unknown
8177954725,,14,1,87.0,0.0,unknown
6420210193,,14,1,22.07,0.0,unknown
7780271760,,14,2,484.5,0.0,unknown
8219395555,Thingstobetakenwerious,14,1,11.07,0.0,unknown
8221956890,,14,2,7.71,0.0,unknown
7913400966,,14,2,11.29,0.0,unknown
7951665528,,14,2,13.71,0.0,unknown
7669305919,mary_cx24,14,7,4.14,0.0,unknown
Doobie_Wah,Doobie_Wah,14,1,28.0,0.0,unknown
ankush_39,ankush_39,14,1,12.36,0.0,unknown
6038049288,,14,1,27.14,0.0,unknown
5845857143,nadeeqadri,14,2,10.14,0.0,unknown
8398968671,cabomilton32,14,1,414.14,0.9286,unknown
-1001231213931,cointrendz_pumpdetector,14,1,150.93,0.0,unknown
sara_vancy,sara_vancy,14,1,8.14,0.0,unknown
1149249953,lital15,14,4,54.21,0.0,unknown
YadYemino,YadYemino,14,2,30.0,0.0,unknown
8103858475,TomFielm0ney,14,7,117.0,0.0,unknown
7752081613,Bitlois,14,10,408.0,0.0,unknown
8338223507,sky_chatss,14,1,50.5,0.0,unknown
6681272983,,14,6,56.71,0.0,unknown
loplop017,loplop017,14,3,47.36,0.0,unknown
8739406951,,14,4,645.0,0.0,unknown
8406154976,,14,2,84.36,0.0,unknown
7111639406,Lanotis14,14,8,657.0,0.0,unknown
8214437739,mica789,14,2,24.0,0.0,unknown
Lake_water_river,Lake_water_river,14,6,62.43,0.0,unknown
6314821396,da_da_net_da,14,7,227.0,0.0,unknown
6886504185,Vano_baby777,14,1,43.93,0.0,unknown
Sohag070707,Sohag070707,14,1,12.43,0.0,unknown
8378207628,mops1313,14,5,292.0,0.0,unknown
1843290547,poky11,14,2,43.0,0.0,unknown
elena_gray,elena_gray,14,2,7.0,0.0,unknown
8348182908,Sss01l,14,7,96.93,0.3571,unknown
6474234284,,14,5,10.57,0.0,unknown
6083253771,,14,7,24.57,0.0,unknown
8446811531,I7y8b,14,7,6.21,0.0,unknown
5816548812,Sal9499,14,8,206.43,1.0,unknown
8360640338,,14,3,16.07,0.0,unknown
8455645882,Easy_peasyg,14,3,6.0,0.0,unknown
Miss_creator1,Miss_creator1,14,2,13.5,0.0,unknown
Ka_kawabanga,Ka_kawabanga,14,2,50.86,0.0,unknown
7585398820,,14,1,9.57,0.0,unknown
8771019924,Adwatt_35,14,5,12.79,0.0,unknown
7431133298,,14,2,18.36,0.0,unknown
7879450055,,14,1,56.79,0.0,unknown
todo12398,todo12398,14,1,373.0,0.0,unknown
Pozitiv_Mc,Pozitiv_Mc,14,1,20.43,0.0,unknown
8446746683,Albertmesh,14,1,5.07,0.0,unknown
SGqfNSecN,SGqfNSecN,14,8,199.93,0.0,unknown
8382954488,,14,1,31.14,0.0,unknown
7964612582,shopsoftaz21,14,3,149.0,1.0,unknown
7876915812,,14,3,7.0,0.0,unknown
1911774883,RohitdelhiAK47,14,1,20.64,0.0,unknown
JOHN_3312,JOHN_3312,14,5,870.79,1.0,unknown
542351636,,14,6,29.93,0.0,unknown
6837976277,ccv_zx2,14,8,210.0,0.0,unknown
6204351032,Lugffejewie,14,2,11.21,0.0,unknown
7343584041,,14,1,12.57,0.0,unknown
2132914567,nohide_mod,14,6,1111.86,0.0,unknown
5573363226,risikaaa,14,8,12.0,0.0,unknown
2034457269,,14,5,39.07,0.0,unknown
ebnut_nado,ebnut_nado,14,2,57.57,0.0,unknown
8536722040,,14,1,99.36,0.0,unknown
285290374,Faidh10,14,5,118.71,0.0,unknown
7457953390,,14,5,17.64,0.0,unknown
8039545264,lowkeyxo,14,6,16.5,0.0,unknown
7987317504,Xasan_boy,14,5,9.93,0.0,unknown
7799202205,,14,1,7.57,0.0,unknown
8149052043,,14,4,12.71,0.0,unknown
7130464945,youssoufgu,14,2,139.43,0.6429,unknown
Somosloquesomosreal4,Somosloquesomosreal4,14,6,155.0,0.0,unknown
mrsmiths45,mrsmiths45,14,7,214.5,0.0,unknown
8375276969,,14,2,19.0,0.0,unknown
8451506883,NgestyCutiezisicalebraeyminefast,14,1,3.57,0.0,unknown
thatguyjames_uk,thatguyjames_uk,14,6,122.43,0.0,unknown
5732922411,Mbert0,14,9,445.0,1.0,unknown
8545549427,,14,4,117.0,0.0,unknown
7135303602,,14,3,7.36,0.0,unknown
7283674928,Ii0_18,14,6,92.14,0.0,unknown
5470244514,Romaa649,14,2,30.86,0.1429,unknown
8567780067,r_ooz_2,14,5,94.29,0.0,unknown
Drugstore777,Drugstore777,14,1,203.0,0.0,unknown
7626232677,,14,1,10.5,0.0,unknown
7998736192,Abhii042,14,2,9.57,0.0,unknown
8667974635,,14,2,32.86,0.0,unknown
5285339145,,14,3,13.36,0.0,unknown
D_sahil1202,D_sahil1202,14,3,20.0,0.0,unknown
7637502102,,14,2,330.0,0.0,unknown
almijaj,almijaj,14,5,5.5,0.0,unknown
8592662688,zanekban,14,6,87.14,0.0,unknown
1992040705,No_Game_No_Life_0_0,14,5,220.71,0.0714,unknown
kenuzx,kenuzx,14,4,9.71,0.0,unknown
6258068571,Ibra_re,14,1,10.86,0.0,unknown
7989877250,,14,1,262.0,1.0,unknown
8153511902,Hernan1224,14,2,20.29,0.0,unknown
itay661,itay661,14,5,20.14,0.0,unknown
8451506883,Lazylezyprettyzisicallebrey,14,1,7.29,0.0,unknown
8423600216,dlviani_nn,14,2,375.0,1.0,unknown
7804371513,,14,5,7.07,0.0,unknown
5859610261,KXI_T,14,5,263.5,0.0,unknown
5720933023,,14,6,135.14,0.0,unknown
8721972256,Kran1z,14,3,11.07,0.0,unknown
1191077620,,14,9,4.07,0.0,unknown
8631773702,,14,2,10.29,0.0,unknown
7947237807,,14,1,16.07,0.0,unknown
5993222421,noname8725,14,2,12.0,0.0,unknown
7947917306,,14,1,5.36,0.0,unknown
-1002408707631,iranscreenshot1,14,1,157.21,0.0,unknown
8726093603,viuv3,14,4,50.5,0.0,unknown
8745163049,,14,1,273.0,1.0,unknown
kersen21,kersen21,14,6,14.57,0.0,unknown
7534772530,,14,1,128.0,0.0,unknown
7544252335,zuaufhina,14,5,17.29,0.0,unknown
7974199057,,14,2,14.14,0.0,unknown
8698300029,,14,6,88.5,0.0,unknown
8488959736,Tninjakingrespaldo,14,7,1273.07,0.0,unknown
RAMBO2O23,RAMBO2O23,14,5,18.5,0.0,unknown
5152710994,,14,1,9.86,0.0,unknown
615361494,,14,1,16.21,0.0,unknown
YGJGJHUM,YGJGJHUM,14,2,8.14,0.0,unknown
7093427405,HarveyUriel,14,3,23.64,0.0,unknown
hero_pro0,hero_pro0,14,2,20.79,0.0,unknown
8562375434,,14,1,37.86,0.0,unknown
7565358604,,14,5,15.64,0.0,unknown
8411878560,,14,1,20.21,0.0,unknown
8219395555,,14,1,8.64,0.0,unknown
MuktarOP,MuktarOP,14,2,9.86,0.0,unknown
5068009312,,14,4,23.43,0.0,unknown
8237501486,,14,4,9.43,0.0,unknown
8514736398,,14,3,8.57,0.0,unknown
1212340274,,14,5,22.93,0.0,unknown
203940614,BKBKJR4,14,2,11.29,0.0,unknown
7589194679,,14,5,81.71,0.0,unknown
6067480591,Jashobanta18,14,1,7.57,0.0,unknown
Hack_Xsec,Hack_Xsec,14,3,4066.0,0.0,unknown
LAr_EG73,LAr_EG73,14,4,423.5,0.0,unknown
8719820112,,14,6,28.0,0.0,unknown
7657592691,,14,1,16.07,0.0,unknown
8479147143,Twinnofy,14,5,20.86,0.0,unknown
6370480122,Xiao_mei_is_not_your,14,2,7.07,0.0,unknown
5475116189,KatyaAnastasia,14,6,835.07,0.0,unknown
8462176967,gerdos188090,14,6,1220.0,0.0,unknown
8329866349,Sammmmyyyym,14,1,6.57,0.0,unknown
8754045701,Jessyyyyyoo,14,2,2.71,0.0,unknown
OyeNoobieee,OyeNoobieee,14,3,13.64,0.0,unknown
8646318987,,14,2,4.14,0.0,unknown
8300378411,,14,2,10.21,0.0,unknown
6720154480,,14,5,62.57,0.0,unknown
6933175421,Nuevageneration999,14,9,30.0,1.0,unknown
8731866510,,14,2,14.29,0.0,unknown
5855551866,,14,3,11.0,0.0,unknown
6916912199,,14,3,13.29,0.0,unknown
Sunil_kumar_7,Sunil_kumar_7,14,9,361.0,1.0,unknown
8685539621,Ksbgacyava,14,5,148.07,0.0,unknown
5162176960,,14,2,57.64,0.0,unknown
8730847696,nlll8ll,14,8,48.21,0.0,unknown
8491197856,,14,2,11.86,0.0,unknown
7749957297,,14,2,38.0,0.0,unknown
6905998202,oztzc,14,3,135.14,0.0,unknown
5028701226,Usernameo27,14,1,28.0,0.0,unknown
6706895162,Loadodx,14,1,47.64,0.0,unknown
632033478,aleksandr12072,14,2,255.0,0.0,unknown
742402933,Hayoonnnnnn,14,7,10.86,0.0,unknown
8693969210,,14,1,20.86,0.0,unknown
6037592179,Soliloquio,14,7,6.64,0.0,unknown
sloom_sil,sloom_sil,14,3,59.36,0.0,unknown
5990979585,j0hnnyheree,14,4,9.86,0.0,unknown
1283783788,casapoundnapoliufficiale,14,9,414.93,0.2143,unknown
yasith_oo,yasith_oo,14,1,17.5,0.0,unknown
6774877586,Yomamasfavboy2,14,5,32.21,0.0,unknown
PirateDprauh,PirateDprauh,14,2,14.57,0.0,unknown
mynameischabi,mynameischabi,14,1,18.71,0.0,unknown
6971827247,,14,1,31.0,0.0,unknown
ori_tarab,ori_tarab,14,1,49.07,0.0,unknown
8702870801,,14,1,3.0,0.0,unknown
5622466646,,14,1,16.29,0.0,unknown
ayush_raikwar97,ayush_raikwar97,14,1,9.43,0.0,unknown
1752268523,w42BoT,14,1,49.93,0.0,unknown
5849194980,Rose88862,14,2,316.0,0.0,unknown
8755508012,,14,1,5.93,0.0,unknown
whoimidk,whoimidk,14,4,28.86,0.0,unknown
7220988942,,14,1,44.0,0.0,unknown
Donal12345678,Donal12345678,14,8,2449.71,1.0,unknown
1970336917,jjJairon,14,9,673.43,0.0,unknown
8451511185,Aayusg2124,14,2,4.14,0.0,unknown
7491492927,,14,2,24.57,0.0,unknown
siempretucrew,siempretucrew,14,4,709.0,0.0,unknown
7294231033,,14,4,57.36,0.0,unknown
Tren1216635478,Tren1216635478,14,5,27.14,0.0,unknown
6355850263,hackedserver1890,14,4,16.5,0.0,unknown
1046999392,Sunil_kumar_7,14,11,361.0,1.0,unknown
7141238108,,14,5,10.0,0.0,unknown
8377125573,Whitenigggaaa,14,1,30.21,0.0,unknown
5216970519,Bee_bwi,14,2,6.43,0.0,unknown
D4PANTALLAS,D4PANTALLAS,14,5,543.14,0.0,unknown
8207050690,,14,2,118.0,0.0,unknown
6544100897,Drvhh,14,2,23.14,0.0,unknown
8243330809,Fannymcfark,14,3,26.79,0.0,unknown
7198065217,,14,5,1.57,0.0,unknown
Twinnofy,Twinnofy,14,3,17.86,0.0,unknown
1583911361,Haleemmmm,14,2,21.86,0.0,unknown
SheAscends1,SheAscends1,14,5,8.07,0.0,unknown
5438143836,L_i_o3,14,6,55.29,0.0,unknown
5119518300,Liamm147,14,1,11.36,0.0,unknown
6639586368,,14,1,17.71,0.0,unknown
8531559450,,14,2,82.93,0.0,unknown
8078415166,,14,2,21.21,0.0,unknown
478177990,,14,1,23.5,0.0,unknown
Dt_Alwesam,Dt_Alwesam,14,1,131.29,0.0,unknown
8333027783,,14,3,21.14,0.0,unknown
8755090760,,14,1,18.86,0.0,unknown
6005621414,MEXICONSAMURAie,14,2,16.64,0.0,unknown
7078027470,Unfilteredaru,14,3,8.57,0.0,unknown
mateohack1,mateohack1,14,1,969.57,0.0,unknown
EnglishLabCEO,EnglishLabCEO,14,2,64.57,0.0,unknown
8199934440,,14,4,9.07,0.0,unknown
6560961603,,14,3,74.0,0.0,unknown
8760189852,,14,1,17.36,0.0,unknown
8655096370,,14,1,90.07,0.0,unknown
5985871603,soumya_b_244,14,3,6.29,0.0,unknown
7606245032,phantomthreadx,14,7,52.71,0.0714,unknown
6796111609,,14,1,29.0,0.0,unknown
8454287219,,14,2,23.14,0.0,unknown
8706734855,Karthik_Raja_102938,14,4,18.71,0.0,unknown
Deepuk67,Deepuk67,14,2,17.36,0.0,unknown
8737618325,Lucky838,14,2,14.43,0.0,unknown
8467923320,dlvianii_nn,14,1,360.43,1.0,unknown
5676591634,,14,5,546.0,0.0,unknown
8378264179,,14,5,19.79,0.0,unknown
6430036160,Goku1626,14,3,15.36,0.0,unknown
8524767145,,14,1,18.0,0.0,unknown
8411626147,,14,3,10.86,0.0,unknown
8346772544,,14,4,16.07,0.0,unknown
7762612461,grigggov,14,4,338.0,0.0714,unknown
Huppi23,Huppi23,14,4,9.43,0.0,unknown
8507962248,biryaniiwithdietcoke,14,1,9.93,0.0,unknown
7700205918,MARCUSFRISS1,14,5,17.57,0.0,unknown
6468336062,lfjif,14,6,126.86,0.0,unknown
8578003107,HOOODMILLER,14,5,395.57,0.7857,unknown
Franverifid,Franverifid,14,3,146.0,0.0,unknown
8301288363,remembrancc,14,2,43.64,0.0,unknown
8477821758,,14,1,50.93,0.0,unknown
FreedomFlotilla,FreedomFlotilla,14,6,290.57,0.0,unknown
ovvvii,ovvvii,14,1,16.5,0.0,unknown
2126984973,,14,1,20.21,0.0,unknown
1409209049,an2kk5,14,2,6.86,0.0,unknown
8141275823,BL4CKC1RCL,14,2,25.64,0.0,unknown
1029118591,Mayita1323,14,7,413.0,0.0,unknown
8189372972,Angelinasickworld,14,2,38.5,0.2857,unknown
965907460,rrrlcds,14,2,51.86,0.0,unknown
6611051631,Flllyyyyyyyy,14,3,17.5,0.0,unknown
5105434340,TUCU_009,13,3,566.77,1.0,unknown
7856444005,uggn4,13,3,243.0,0.0,unknown
6366444215,,13,2,31.0,0.0,unknown
vekloi,vekloi,13,2,12.0,0.0,unknown
ARISERxISL,ARISERxISL,13,4,26.54,0.0,unknown
7507726094,dary_naas,13,5,336.38,0.0769,unknown
8289552705,SpamSlayterr,13,6,725.0,0.0,unknown
951019474,DFTPNKA,13,1,22.54,0.0,unknown
7469963553,Flasherwallet,13,2,1055.54,0.0,unknown
1726656448,,13,1,14.15,0.0,unknown
8317712606,Orchiid0910,13,2,7.92,0.0,unknown
5098891887,,13,2,27.08,0.0,unknown
8472092842,N1_0W,13,2,12.85,0.0,unknown
8247141113,noaadler,13,6,35.92,0.0,unknown
7526968149,gold_digger_stay_away_from_me,13,2,12.92,0.0,unknown
lucashack4,lucashack4,13,6,1514.0,0.0,unknown
7406411858,galya_ccoka,13,7,345.46,0.0769,unknown
8758545171,,13,1,3.46,0.0,unknown
1147888504,,13,4,15.08,0.0,unknown
7468163474,,13,2,33.85,0.0,unknown
8128333496,Seeyain,13,1,84.23,0.0,unknown
7880437079,gatmarketil,13,2,69.08,0.0,unknown
8382992424,zxn_1,13,6,48.0,0.0,unknown
5689573826,,13,2,12.85,0.0,unknown
8615170607,,13,3,10.92,0.0,unknown
1748268403,Love_001_life,13,1,9.54,0.0,unknown
8546491057,Reha114,13,3,22.77,0.0,unknown
8190107335,en5151,13,1,14.54,0.0,unknown
7570507886,,13,8,99.0,0.0,unknown
Hesyew1,Hesyew1,13,4,270.0,1.0,unknown
8235954615,DianaKotova91,13,1,113.0,0.0,unknown
7867176620,,13,1,126.69,0.0,unknown
tataslotsw,tataslotsw,13,8,718.23,1.0,unknown
8506610803,kellsty,13,4,5.54,0.0,unknown
7555083512,palabra111,13,3,927.62,0.0,unknown
1695227910,WORK_FENDY_OTC,13,6,1622.0,0.0,unknown
Drysperm,Drysperm,13,3,12.62,0.0,unknown
7547875607,R_T_R_7,13,3,169.38,0.0,unknown
ezegalli,ezegalli,13,4,129.46,0.0769,unknown
5559471879,,13,1,24.46,0.0,unknown
8508109938,,13,4,2.15,0.0,unknown
7546711847,,13,2,11.92,0.0,unknown
Hozifa707,Hozifa707,13,1,14.92,0.0,unknown
Xasan_boy,Xasan_boy,13,5,23.15,0.0,unknown
7979448292,,13,2,106.77,0.0,unknown
8476315339,,13,5,10.0,0.0,unknown
8179598858,,13,3,101.08,0.0,unknown
8239357730,,13,5,43.31,0.0,unknown
7930897667,Haneenss,13,7,7.92,0.0,unknown
Angie_71,Angie_71,13,6,586.38,1.0,unknown
6760657191,She_is_laav,13,4,23.69,0.0,unknown
6273762389,ratan000,13,1,14.92,0.0,unknown
6379619313,,13,2,17.77,0.0,unknown
Saske_cba,Saske_cba,13,7,325.0,0.0,unknown
7791327106,Abc465010,13,2,21.38,0.0,unknown
930165812,Mishmishah621,13,4,76.62,0.0,unknown
6871582794,,13,2,11.69,0.0,unknown
6039618421,,13,3,16.08,0.0,unknown
8051546491,,13,1,31.0,0.0,unknown
7161462294,SGT74,13,1,16.23,0.0,unknown
Hava1010,Hava1010,13,6,13.38,0.0,unknown
1257590176,CyberpolUA,13,7,992.31,0.0,unknown
1454668381,furqan788,13,1,16.69,0.0,unknown
chkde2bot,chkde2bot,13,8,56.08,0.0,unknown
