sender_id,sender,total_messages,active_days,avg_message_length,link_ratio,anomaly_label
7725022589,,4,2,24.0,0.0,unknown
7932800778,,4,4,66.0,0.0,unknown
8386586755,Dih_inspectorr,4,2,11.0,0.0,unknown
1359026351,Zadeymeadows,4,1,18.75,0.0,unknown
1433002324,pieterya,4,1,77.25,0.0,unknown
5502415438,refxasz,4,1,39.0,0.0,unknown
7737184144,ComprasCriptos,4,4,877.0,0.0,unknown
7762316074,DaryaPolyakova140,4,1,51.0,0.0,unknown
8385602271,ati_eq,4,1,96.75,1.0,unknown
PulsTzar,PulsTzar,4,3,7.0,0.0,unknown
morochita08854,morochita08854,4,2,41.0,0.0,unknown
8449674847,Doc06081986,4,3,39.75,0.0,unknown
amios24,amios24,4,3,15.75,0.0,unknown
8538590757,hhhhhhhhhhhhhh9999999,4,1,15.75,0.0,unknown
Flashersal9,Flashersal9,4,2,467.75,0.0,unknown
rj0318,rj0318,4,1,7.5,0.0,unknown
6968498178,sayif666,4,1,12.75,0.0,unknown
biu145,biu145,4,1,7.75,0.0,unknown
6801725526,,4,1,3.25,0.0,unknown
ClaraSampaio,ClaraSampaio,4,1,203.0,0.0,unknown
5608513324,Thedarknmm,4,1,22.0,0.0,unknown
5329222278,langovoy38,4,3,1115.0,0.0,unknown
mysterious_29,mysterious_29,4,2,23.0,0.0,unknown
Monk74748585,Monk74748585,4,1,11.5,0.0,unknown
Leosb73,Leosb73,4,1,13.25,0.0,unknown
6253234709,bybriones,4,2,186.0,0.0,unknown
Ayatomarh,Ayatomarh,4,2,13.0,0.0,unknown
7058357542,,4,1,11.5,0.0,unknown
Kane_Aura,Kane_Aura,4,1,15.75,0.0,unknown
8580413768,ttbbtbtb,4,1,35.25,0.25,unknown
1443264600,,4,2,94.75,0.0,unknown
7383920421,,4,3,256.5,0.25,unknown
8285072724,Luciferr0044,4,1,3.75,0.0,unknown
846808642,,4,2,12.25,0.0,unknown
7767086637,CH_Shelbyy,4,1,11.25,0.0,unknown
6023438836,,4,1,2.75,0.0,unknown
7733677824,UseRNamE0696969,4,1,10.0,0.0,unknown
5140719191,IKDC174,4,1,37.75,0.0,unknown
6551877500,Gnik76,4,1,6.0,0.0,unknown
7081528166,Emigrupos,4,4,31.0,0.0,unknown
712449437,mor_bar,4,2,26.0,0.0,unknown
7974867779,,4,1,277.0,0.0,unknown
8439384329,,4,1,13.75,0.0,unknown
7680531844,,4,1,2.25,0.0,unknown
8240710135,,4,4,31.25,0.0,unknown
8541951310,Ah_9008,4,2,193.75,0.25,unknown
520231251,Lucke_music,4,3,71.0,0.0,unknown
8017670247,,4,1,6.25,0.0,unknown
5564650667,,4,2,104.75,1.0,unknown
JairolealNK,JairolealNK,4,2,243.25,0.0,unknown
6572202807,agTgMsIsjjJw,4,1,213.0,0.0,unknown
Theassholefrommars,Theassholefrommars,4,2,40.25,0.0,unknown
7929717191,M1keWazzowsk1,4,4,1778.0,0.0,unknown
8449134412,,4,1,10.5,0.0,unknown
8521414731,,4,1,7.75,0.0,unknown
Aryan43yd,Aryan43yd,4,1,13.5,0.0,unknown
blackever11,blackever11,4,3,390.0,1.0,unknown
Milkar1card,Milkar1card,4,3,721.0,0.0,unknown
Brokenprotocol9,Brokenprotocol9,4,2,34.5,0.0,unknown
7317708188,,4,1,12.25,0.0,unknown
6006209222,sashasashin,4,2,26.5,0.0,unknown
5803278081,Gangu_X,4,1,28.75,0.0,unknown
1300405698,,4,4,713.0,0.0,unknown
Bands15630,Bands15630,4,4,34.25,1.0,unknown
8523361027,Angry_Saanvi,4,3,3.5,0.0,unknown
8513979401,Dy8679,4,1,14.0,0.0,unknown
266693019,Ajaxthfc,4,4,42.25,0.75,unknown
7996354373,KorambolaSKUP,4,4,182.75,0.0,unknown
921611937,Obitouchiha1524,4,2,103.25,0.0,unknown
2048032695,,4,3,47.5,0.0,unknown
mukul_shrimali,mukul_shrimali,4,3,8.5,0.0,unknown
8736496829,N0oqC,4,1,485.5,1.0,unknown
882883351,,4,2,16.0,0.0,unknown
691659051,Dmitriy0527,4,2,89.5,0.0,unknown
dhanmanshanran,dhanmanshanran,4,1,9.75,0.0,unknown
KazanRoma,KazanRoma,4,2,23.5,0.0,unknown
bbyayleks,bbyayleks,4,1,162.0,0.0,unknown
7216412764,Sris_tiee,4,3,9.75,0.0,unknown
7754452384,,4,2,23.0,0.5,unknown
1819062291,,4,2,25.0,0.0,unknown
192532502,dr_dandush,4,3,47.25,0.0,unknown
5114413822,,4,1,20.75,0.0,unknown
6154664937,,4,4,172.25,0.0,unknown
Heyyppll,Heyyppll,4,2,16.5,0.0,unknown
436518911,bo_vvi,4,1,27.0,0.0,unknown
672385121,,4,1,181.5,0.5,unknown
876010134,,4,2,8.5,0.0,unknown
1348949174,aseelmoahmmed,4,4,36.25,0.0,unknown
Levi3323,Levi3323,4,1,8.75,0.0,unknown
8197816600,y99711,4,1,50.5,0.0,unknown
1183610620,liraz234,4,1,213.5,0.0,unknown
7098440122,Shmudders,4,1,6.0,0.0,unknown
8074537144,,4,1,11.75,0.0,unknown
245616815,a_aglaia,4,2,81.75,0.0,unknown
7802893562,,4,1,11.5,0.0,unknown
7644075748,mindbenderrrrr,4,1,10.0,0.0,unknown
1992867585,Wtf_sxrx,4,1,7.25,0.0,unknown
8425427420,,4,2,10.75,0.0,unknown
7838651055,aon_c,4,1,77.0,0.0,unknown
anastasiaPhuket,anastasiaPhuket,4,1,47.75,0.0,unknown
8190513237,,4,2,19.5,0.75,unknown
7656019597,,4,3,43.75,0.0,unknown
8647382123,,4,1,13.25,0.0,unknown
ALDABAH2,ALDABAH2,4,1,15.5,0.0,unknown
8455883871,ElCientyyy,4,3,826.75,0.0,unknown
8153926629,orion9932,4,1,115.0,0.0,unknown
8412477236,,4,3,22.0,0.0,unknown
7965970265,,4,3,1703.0,0.0,unknown
6170780474,Tumachobonito,4,3,213.5,0.0,unknown
6131549816,IINAAMMM,4,2,12.5,0.0,unknown
8584872098,stars416,4,1,8.75,0.0,unknown
8026057687,,4,3,193.0,0.0,unknown
KathrynCooper375,KathrynCooper375,4,1,152.0,0.0,unknown
7828542006,Agz0h,4,2,123.0,0.0,unknown
Underrated_User,Underrated_User,4,1,9.25,0.0,unknown
phantomthreadx,phantomthreadx,4,3,15.25,0.0,unknown
hapariciog1108,hapariciog1108,4,3,53.5,0.0,unknown
5290083204,,4,4,52.0,0.0,unknown
5257636191,,4,2,3.5,0.0,unknown
6437855282,SrPringlesarg,4,2,82.0,0.0,unknown
Uguis,Uguis,4,1,44.25,0.0,unknown
7708249210,m2_v5,4,4,57.5,0.0,unknown
688139759,,4,2,45.25,0.0,unknown
6670730463,,4,1,13.75,0.0,unknown
raihan2k18,raihan2k18,4,1,25.75,0.0,unknown
Siya_shrivastav,Siya_shrivastav,4,1,4.0,0.0,unknown
BrendaBrown01,BrendaBrown01,4,1,151.0,0.0,unknown
8524279358,,4,1,9.75,0.0,unknown
6349993348,DUMPINGDUMPER,4,3,95.0,0.0,unknown
5587091974,,4,2,18.75,0.0,unknown
7263489479,tee_eeyah,4,1,35.0,0.0,unknown
candycandoit,candycandoit,4,2,26.0,0.0,unknown
761896728,,4,4,37.5,0.0,unknown
6419601896,,4,2,62.25,0.0,unknown
7259990033,,4,2,77.5,0.0,unknown
1277283687,,4,2,75.0,0.0,unknown
7975858030,,4,3,65.0,0.0,unknown
bbbb_LLL11,bbbb_LLL11,4,2,506.5,1.0,unknown
8029475806,Kivggiio,4,2,17.5,0.0,unknown
8594177336,,4,1,18.25,0.0,unknown
bitcheslovesliza,bitcheslovesliza,4,1,20.0,0.0,unknown
8513244860,,4,3,620.0,1.0,unknown
8160176452,,4,3,10.0,0.0,unknown
6181979433,,4,1,22.75,0.0,unknown
8437152957,Itspunkbabe,4,1,7.75,0.0,unknown
8520638894,Dear_sunshine01,4,1,4.5,0.0,unknown
901234698,Eltuyoo,4,3,103.5,0.0,unknown
7942005644,Sajid562006,4,1,13.75,0.0,unknown
5820849552,,4,1,17.5,0.0,unknown
7475380587,menegment09123,4,2,50.0,0.0,unknown
6182995481,,4,1,27.25,0.0,unknown
1113491378,,4,1,24.0,0.0,unknown
5548155999,,4,1,65.5,0.0,unknown
8328057863,,4,1,11.25,0.0,unknown
8771798778,,4,1,10.25,0.0,unknown
6245129538,Divikmc,4,1,9.75,0.0,unknown
897279464,GiorgioIngr,4,1,93.0,0.0,unknown
2063174217,NDEAHH1,4,2,40.0,0.0,unknown
s_uiuo,s_uiuo,4,2,217.5,0.0,unknown
872473923,Tera_baaaap,4,1,9.25,0.0,unknown
7155710087,,4,2,19.5,0.0,unknown
5379556790,,4,1,299.0,0.0,unknown
603900874,adikald,4,4,41.25,0.0,unknown
8027318500,patriciadesea,4,2,80.0,0.0,unknown
8438851661,yousefnln,4,2,4.25,0.0,unknown
6643241303,,4,1,31.0,0.0,unknown
8205295484,iiii_r1,4,3,180.25,0.0,unknown
8633265150,,4,1,4.25,0.0,unknown
8722267980,Mumumurp,4,1,21.0,0.0,unknown
TomHol26,TomHol26,4,1,14.25,0.0,unknown
Sivosyasabes,Sivosyasabes,4,4,226.25,0.0,unknown
8238697523,,4,4,25.5,0.0,unknown
5356302795,,4,1,2.0,0.0,unknown
6574150390,Tasne811,4,1,17.5,0.0,unknown
7386593075,,4,1,6.25,0.0,unknown
6879080130,,4,1,7.5,0.0,unknown
8685126563,soylachula1,4,3,89.0,0.0,unknown
8482628754,potapish123,4,1,28.5,0.0,unknown
1660283941,,4,2,7.5,0.0,unknown
6390054645,Vilchis456,4,1,294.0,0.0,unknown
1414908323,,4,1,6.25,0.0,unknown
Eagle_5k,Eagle_5k,4,2,11.5,0.0,unknown
7215186611,,4,1,15.0,0.0,unknown
1437171706,,4,3,16.75,0.0,unknown
8224013298,NastyaTixomirova5,4,1,83.5,0.0,unknown
8717280654,Tq_auy,4,1,19.0,1.0,unknown
1508546300,AgendaCulturalSanMarcos,4,2,2688.25,0.5,unknown
6327259286,,4,2,2.0,0.0,unknown
8703328469,,4,1,7.5,0.0,unknown
455309297,anatoli444,4,1,19.0,0.0,unknown
DonMinii,DonMinii,4,2,47.5,0.0,unknown
5366165244,Labikinga1973,4,2,69.75,0.0,unknown
5423664949,,4,3,71.5,0.0,unknown
Aarav01000p,Aarav01000p,4,1,35.25,0.0,unknown
559530892,vkvexor,4,1,34.0,0.0,unknown
KKm62,KKm62,4,1,214.0,0.0,unknown
1216858875,,4,2,39.75,0.0,unknown
898708320,anouar75AR,4,1,58.0,1.0,unknown
8655114459,,4,4,120.25,0.0,unknown
7748516079,,4,2,214.0,1.0,unknown
dxtr0_0_0_0,dxtr0_0_0_0,4,1,50.75,0.0,unknown
7286186126,,4,4,273.5,0.0,unknown
6083008532,hexbyteflash,4,3,166.25,0.0,unknown
1843729026,,4,1,2.75,0.0,unknown
7086100348,Smookspice,4,1,25.0,0.0,unknown
ETHAN_5012,ETHAN_5012,4,1,22.75,0.0,unknown
5252668483,IdkSleepdummy,4,3,3.75,0.0,unknown
8367925670,,4,1,51.75,0.0,unknown
8061233310,mis_murr11,4,2,1161.0,0.0,unknown
tyobmanivaeshsebyasmotryasyuda,tyobmanivaeshsebyasmotryasyuda,4,2,19.0,0.0,unknown
Official_aman_78,Official_aman_78,4,1,11.25,0.0,unknown
Noexba,Noexba,4,2,22.0,0.25,unknown
8493362027,,4,2,7.25,0.0,unknown
8341576165,imrohit_27,4,1,39.5,0.0,unknown
8244564038,Proied,4,3,442.5,0.0,unknown
6616912128,,4,1,58.5,0.0,unknown
putasimearrobas,putasimearrobas,4,2,393.0,0.0,unknown
8599280973,,4,2,67.0,0.0,unknown
8313116498,monk6699,4,1,283.25,0.0,unknown
Eman_man12,Eman_man12,4,1,8.0,0.0,unknown
8302551861,Mi_lo2,4,1,110.75,0.0,unknown
PaaauuuAg,PaaauuuAg,4,4,141.0,0.0,unknown
7362171474,,4,2,4.0,0.0,unknown
6540350123,dhhffhcj,4,2,114.0,0.0,unknown
7221589131,Sandra35043,4,1,48.0,0.0,unknown
7727342374,,4,1,300.0,0.0,unknown
7466844271,HFSCard,4,1,56.0,0.5,unknown
6330902402,,4,1,221.0,0.0,unknown
8591414141,,4,1,327.0,0.0,unknown
993536663,ceoreborn,4,2,38.0,0.0,unknown
8009677679,,4,4,223.25,0.0,unknown
Kendrichlalamar,Kendrichlalamar,4,1,26.75,0.0,unknown
7341802583,,4,1,27.25,0.0,unknown
8056356213,,4,1,8.25,0.0,unknown
8777056232,,4,2,12.75,0.0,unknown
8438630383,,4,2,54.0,0.0,unknown
6375525049,Eitan5468,4,1,10.75,0.0,unknown
1716196113,DavidLira24,4,1,35.0,0.0,unknown
Never_change07,Never_change07,4,1,3.5,0.0,unknown
8256795535,Ndmxbxb,4,1,7.75,0.0,unknown
Vi_Iil,Vi_Iil,4,1,18.5,0.0,unknown
Lilstar_19,Lilstar_19,4,3,9.75,0.0,unknown
6712559251,Rmnmro,4,1,11.75,0.0,unknown
7692310346,jane0ep,4,2,39.25,0.0,unknown
5596602409,,4,4,36.0,0.0,unknown
6056635904,Zxzxzx1234z,4,2,16.5,0.0,unknown
8071063554,hh24444,4,1,148.25,0.0,unknown
7948055718,,4,1,63.25,0.0,unknown
7660066655,,4,3,198.0,0.0,unknown
1505258693,CyberSquattingChannel,4,3,628.75,0.25,unknown
8591955465,,4,1,6.5,0.0,unknown
5594424440,Manikyam009,4,1,10.5,0.0,unknown
6438914342,roman007x,4,1,34.5,0.0,unknown
8060060106,,4,1,5.0,0.0,unknown
8226048840,,4,1,14.25,0.0,unknown
7648540494,Gvs3Ia3H6e,4,2,213.5,0.0,unknown
8325589514,dfsf223q,4,1,402.75,0.0,unknown
5241971645,,4,1,50.5,0.0,unknown
Orbitario,Orbitario,4,4,32.0,0.0,unknown
1675184163,Hfhfjjfncn,4,1,9.0,0.0,unknown
6204698860,,4,1,695.0,1.0,unknown
8752416575,,4,2,12.25,0.0,unknown
8443706009,,4,1,10.75,0.0,unknown
CryptoProETH,CryptoProETH,4,3,347.5,0.0,unknown
8616004052,,4,1,29.75,0.0,unknown
tanumeena321,tanumeena321,4,2,18.0,0.0,unknown
7714770605,rKKk2026,4,1,315.0,0.0,unknown
8456169843,Mrwinner1434,4,2,8.5,0.0,unknown
8494258604,,4,1,44.0,0.0,unknown
8080782772,,4,1,177.0,1.0,unknown
Sheru170905,Sheru170905,4,1,10.0,0.0,unknown
8797605122,,4,1,48.75,0.0,unknown
2021726473,Itsallthesamee,4,2,2.25,0.0,unknown
6467994614,Debojit18269,4,1,5.5,0.0,unknown
ayman_almawsawi,ayman_almawsawi,4,1,1.0,0.0,unknown
caropena01,caropena01,4,3,230.75,1.0,unknown
8273736237,,4,2,39.5,0.0,unknown
8103581081,adaf2,4,3,17.75,0.0,unknown
7875504861,Orbit2026trader,4,2,273.0,0.0,unknown
8165942154,,4,2,9.75,0.0,unknown
5734046937,Bhuva_007,4,1,76.0,0.0,unknown
506376870,dima1298,4,1,262.25,0.0,unknown
bleachtyb14,bleachtyb14,4,2,5.75,0.0,unknown
6200912757,hghjnjj,4,1,250.5,0.0,unknown
6255253958,Palestineboy,4,1,19.5,0.0,unknown
7934012891,v_r_vc,4,1,99.5,0.0,unknown
7234640348,O3oxy,4,2,2.5,0.0,unknown
ris7879,ris7879,4,2,14.75,0.0,unknown
A17nin1,A17nin1,4,2,109.5,0.0,unknown
1188397181,ffrr2012o,4,1,25.75,0.0,unknown
8176902192,Represali_1,4,3,18.0,0.0,unknown
7596165788,,4,3,2.0,0.0,unknown
8665173321,Esimxash,4,1,366.5,0.0,unknown
Akaanrv,Akaanrv,4,2,253.25,0.25,unknown
7491935412,M_8HW,4,1,124.0,0.0,unknown
8323566368,,4,2,7.25,0.0,unknown
7774158674,IsmaelMak,4,1,20.75,0.0,unknown
el_popular_pancholon_75,el_popular_pancholon_75,4,2,108.0,0.0,unknown
2267805143,Lab_Dookhtegan_Channel,4,4,542.5,1.0,unknown
yossi2647,yossi2647,4,2,27.0,0.0,unknown
8729855286,,4,1,13.0,0.0,unknown
5181968371,FedeAi,4,1,44.75,0.0,unknown
8328255347,GONE1303,4,1,44.0,0.0,unknown
8553349163,,4,1,121.5,0.0,unknown
7625706767,,4,1,106.25,0.0,unknown
7205818786,,4,3,115.0,0.0,unknown
md_mukarramm,md_mukarramm,4,1,75.75,0.0,unknown
6264318781,,4,1,14.75,0.0,unknown
7776956923,eruioio,4,1,50.25,0.0,unknown
llatnik,llatnik,4,1,16.0,0.0,unknown
anzzz33,anzzz33,4,2,22.75,0.0,unknown
Griffcard,Griffcard,4,2,147.5,0.75,unknown
7262342588,,4,1,20.0,0.0,unknown
6986510401,Dayem0w0fikri,4,2,11.5,0.0,unknown
6282416085,Nikolas_127,4,1,19.25,0.0,unknown
8793578387,,4,1,3.0,0.0,unknown
8562675822,Vovancoc,4,1,26.5,0.0,unknown
7152176700,,4,3,93.25,0.25,unknown
7098057429,OPENBULLET1,4,2,27.0,0.0,unknown
1221048561,,4,2,8.75,0.0,unknown
Sumiale1978masoca3,Sumiale1978masoca3,4,3,411.0,0.5,unknown
755499380,MrM8BRH,4,1,48.0,1.0,unknown
13417956,,4,2,78.25,0.0,unknown
8118766698,,4,3,328.75,0.0,unknown
7876858959,,4,1,123.25,0.0,unknown
7545375662,,4,1,10.0,0.0,unknown
6399274829,,4,4,113.75,0.75,unknown
163952113,,4,2,19.25,0.0,unknown
6958415841,PedroAcevedo2205,4,1,1566.75,0.0,unknown
5031798504,ziqreda,4,3,9.25,0.0,unknown
7785140244,,4,1,12.25,0.0,unknown
7144849969,,4,3,295.0,0.0,unknown
Whitegoldg,Whitegoldg,4,3,382.0,0.0,unknown
adham239,adham239,4,2,13.25,0.0,unknown
byebye_dudee,byebye_dudee,4,1,16.0,0.0,unknown
8500537590,,4,1,6.75,0.0,unknown
1208497310,,4,1,20.25,0.0,unknown
5228326363,,4,2,4.5,0.0,unknown
1118578320,,4,1,53.0,0.0,unknown
7463884694,ooyealo,4,3,40.5,0.0,unknown
8315329425,rabotnik_ban,4,2,82.75,0.0,unknown
8597607148,,4,1,68.25,0.0,unknown
8196756803,Paradayssshop,4,3,764.25,0.0,unknown
7550953678,,4,1,672.5,0.5,unknown
MastersplitBA,MastersplitBA,4,4,745.5,0.0,unknown
8328053212,,4,1,226.0,0.0,unknown
8086247735,mbikoxx,4,1,243.0,1.0,unknown
8575161757,,4,2,10.0,0.0,unknown
8731654911,,4,1,3.75,0.0,unknown
1874917189,Pe02942,4,2,32.25,0.0,unknown
8721345119,,4,1,15.75,0.0,unknown
1341130549,KiNG23042,4,1,499.0,0.0,unknown
8317865184,,4,1,1.0,0.0,unknown
8114257264,,4,1,11.25,0.0,unknown
8653581892,Brian_Cui,4,1,2.0,0.0,unknown
8257976492,Rt00uk,4,1,9.75,0.0,unknown
8414013766,,4,3,111.75,0.0,unknown
765403705,asingh98,4,1,10.0,0.0,unknown
8513048619,,4,2,19.5,0.0,unknown
8369627766,Noams26,4,2,12.75,0.0,unknown
8241884427,,4,1,9.75,0.0,unknown
KhalidZaki0,KhalidZaki0,4,2,2.0,0.0,unknown
6083008532,hexbyte1,4,2,161.0,0.0,unknown
8488606523,,4,4,53.0,0.0,unknown
8026770316,fallen_crest,4,2,34.25,0.0,unknown
6759895813,prabowo068,4,2,602.0,1.0,unknown
RetroCactus,RetroCactus,4,2,17.5,0.0,unknown
7388355763,TadjikistonBapesh777,4,1,53.0,0.0,unknown
1269234658,ayman1323,4,1,10.0,0.0,unknown
8628210555,,4,1,21.75,0.0,unknown
5522124989,chrishitrock,4,1,72.0,0.0,unknown
8636373883,,4,1,125.25,0.0,unknown
nikilaszuk,nikilaszuk,4,1,27.25,0.0,unknown
6699704183,Cynteea,4,3,6.75,0.0,unknown
7994442254,,4,2,274.75,0.0,unknown
8632042116,,4,3,10.5,0.0,unknown
8007214841,albertandnewton,4,1,10.75,0.0,unknown
8628210555,Miax92339,4,1,9.25,0.0,unknown
7102988515,Regimazzia,4,1,73.75,0.5,unknown
8581315251,FxbbSpmm,4,3,1401.0,0.0,unknown
7538838098,PreLD1,4,1,6.0,0.0,unknown
8227354151,,4,2,16.25,0.0,unknown
1278296352,,4,3,14.25,0.0,unknown
davidburrellglml,davidburrellglml,4,1,460.25,0.0,unknown
7183607551,,4,1,17.0,0.0,unknown
5565280689,,4,3,23.25,0.0,unknown
7704207314,,4,3,49.0,0.0,unknown
1379132239,Harry4justice,4,4,361.5,0.0,unknown
7596832540,LocketVPN_Support,4,1,15.0,0.0,unknown
8272157878,cr0xraxker,4,1,19.25,0.0,unknown
8662723953,,4,2,10.5,0.0,unknown
7169403198,Sexyblackgirl4,4,3,3.0,0.0,unknown
cs_alpha141,cs_alpha141,4,1,7.5,0.0,unknown
848180286,lalaloopsyyyy,4,1,16.0,0.0,unknown
5648525614,ggfdbvcd,4,1,53.0,0.0,unknown
8378078280,,4,3,168.0,0.0,unknown
8557720014,luchoossj,4,1,110.5,0.25,unknown
Yashpathak009,Yashpathak009,4,3,5.5,0.0,unknown
6662549883,suskunbayezid,4,1,8.0,0.0,unknown
8102501039,Damnlpjgfcc,4,1,34.75,0.0,unknown
2130569429,avis_99,4,2,13.75,0.0,unknown
8625937272,Toufiqn,4,1,53.25,0.0,unknown
7896279519,,4,2,20.0,0.0,unknown
1274615241,abcdefu3061,4,1,15.75,0.0,unknown
7699530765,,4,1,44.25,0.5,unknown
8278560388,,4,4,308.0,0.0,unknown
Franz_Liebert,Franz_Liebert,4,1,17.25,0.0,unknown
8210692230,CarryColeX,4,2,4.75,0.0,unknown
8077200563,,4,1,6.5,0.0,unknown
7887851124,Densmallden,4,3,89.0,0.75,unknown
8229144009,misolivecantik,4,3,165.5,1.0,unknown
8563930480,WINSTON_KOMPAKT1,4,1,9.0,0.0,unknown
6150651805,chaseforlife4,4,4,141.25,0.0,unknown
5307053104,,4,3,119.25,0.0,unknown
8266624712,Evgenijbelousov77777,4,1,108.5,0.25,unknown
7092948754,,4,1,50.0,0.0,unknown
7975592141,oyuytgv,4,3,671.25,0.0,unknown
7156130245,,4,1,9.0,0.0,unknown
8727065381,Morskoy_lev228,4,1,10.0,0.0,unknown
8627549619,Youxcef,4,2,22.25,0.5,unknown
5117830275,Ayanc29,4,1,6.5,0.0,unknown
2135273224,DragonChain1998,4,3,238.75,1.0,unknown
8742031086,Criminal_3022,4,1,18.25,0.0,unknown
1449085355,,4,1,39.0,0.75,unknown
dtresssp,dtresssp,4,3,623.0,0.0,unknown
746312508,shadowarcher7,4,3,42.0,0.0,unknown
Laksmyta,Laksmyta,4,2,179.0,1.0,unknown
blackswan2905,blackswan2905,4,2,359.0,1.0,unknown
8610034889,,4,1,24.0,0.0,unknown
1888224035,amr1evv,4,1,29.5,0.0,unknown
5407464221,,4,1,14.75,0.0,unknown
6924521373,Pavel_Durov_Incognito,4,1,8.0,0.0,unknown
6921992319,a_20ij1,4,2,100.0,0.0,unknown
7805471158,,4,1,6.0,0.0,unknown
7164158873,,4,1,27.5,0.25,unknown
8653052548,,4,1,72.0,0.0,unknown
LearningAlongTheWay,LearningAlongTheWay,4,2,31.0,0.0,unknown
6490030408,,4,1,4.25,0.0,unknown
8669655396,,4,1,66.25,0.0,unknown
Peterhbl,Peterhbl,4,2,8.75,0.0,unknown
8733214053,,4,2,70.0,0.0,unknown
7496713267,Frannnnkkd,4,3,444.25,0.0,unknown
8108275137,Whoisthis_12,4,1,12.5,0.0,unknown
Mehhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,Mehhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,4,1,13.0,0.0,unknown
7563815790,,4,2,47.0,0.0,unknown
Jehova284,Jehova284,4,1,869.0,0.0,unknown
l0liguts,l0liguts,4,2,16.0,0.0,unknown
7471555293,,4,3,1081.5,0.0,unknown
6511256805,JohanluisJL,4,4,802.0,0.0,unknown
1764444395,,4,1,2.75,0.0,unknown
Kkrisshnaaa,Kkrisshnaaa,4,4,51.75,0.0,unknown
6802779211,Cyya989,4,1,4.0,0.0,unknown
6289669334,,4,2,31.5,0.0,unknown
1320154424,,4,2,8.75,0.0,unknown
Hija134,Hija134,4,4,32.25,0.0,unknown
Estamoslive100x100,Estamoslive100x100,4,2,110.25,0.5,unknown
Bibjjkjb,Bibjjkjb,4,1,8.5,0.0,unknown
7816148233,,4,2,10.75,0.0,unknown
5738220444,Gromko777,4,2,35.0,0.0,unknown
7070052639,,4,1,8.25,0.0,unknown
6485226946,FatherOfAnonimous,4,2,61.0,0.0,unknown
8463131694,Nitabeeeee,4,1,344.0,1.0,unknown
977216758,goos2026,4,2,42.5,0.0,unknown
8189682873,,4,2,3.5,0.0,unknown
Jonmol15,Jonmol15,4,1,32.0,0.0,unknown
SrRick,SrRick,4,3,611.0,0.0,unknown
Mainshopong,Mainshopong,4,4,3.0,0.0,unknown
ousx1u,ousx1u,4,1,1.5,0.0,unknown
5066504596,,4,1,29.25,0.0,unknown
6522162886,,4,2,57.75,0.0,unknown
6665177017,,4,1,59.0,0.0,unknown
7977942409,,4,2,99.5,0.0,unknown
bak1rovn,bak1rovn,4,1,36.25,0.0,unknown
Skezzchek,Skezzchek,4,1,5.0,0.0,unknown
5951378028,megustoarg,4,4,361.0,0.0,unknown
4737574,,4,2,307.0,0.0,unknown
8542946630,u754888,4,2,53.0,0.0,unknown
8593277666,,4,1,32.25,0.0,unknown
6931426194,,4,3,85.0,0.0,unknown
6641187616,sekhar1107,4,3,12.0,0.0,unknown
6739528451,,4,2,5.0,0.0,unknown
8078849946,VladimirFedotov_G5,4,1,81.0,0.0,unknown
2130506247,x77iiii,4,1,59.0,0.0,unknown
8285540420,yourss_vanya,4,1,34.0,0.0,unknown
1172516282,Wuinim,4,3,26.25,0.0,unknown
187386758,,4,3,182.5,0.0,unknown
432555999,,4,2,51.0,0.0,unknown
6163551454,DigitekMX,4,3,30.75,0.25,unknown
1061939656,MathildeF7,4,1,133.0,0.0,unknown
8242677618,Amina11341,4,1,7.75,0.0,unknown
8347501373,vvvvvv3l,4,2,24.25,0.0,unknown
8635116388,,4,1,92.0,0.0,unknown
1339122283,Jr0000011,4,1,3.75,0.0,unknown
5586428348,SkepkartFB,4,3,402.5,0.0,unknown
Ironstag,Ironstag,4,1,20.0,0.0,unknown
740301547,,4,2,77.0,0.0,unknown
8752814780,NixDeutsch,4,1,14.0,0.0,unknown
8075794505,anonymous998732,4,1,37.5,0.0,unknown
1137225510,Siddharht,4,2,35.5,0.0,unknown
932118851,DMF125,4,1,24.5,0.0,unknown
8379597578,Ashraf_tek2,4,2,129.5,0.75,unknown
1064068708,,4,3,14.25,0.0,unknown
8064811519,Ciintyy2246,4,1,159.0,0.0,unknown
7324551027,,4,1,218.5,0.0,unknown
5346905875,,4,2,32.0,0.0,unknown
8249651286,ScaleUpAds,4,4,151.0,0.0,unknown
8333688518,,4,1,18.5,0.0,unknown
8183052259,,4,2,78.25,0.0,unknown
5186886450,,4,1,18.5,0.0,unknown
8124059508,,4,2,10.25,0.0,unknown
itayyyz,itayyyz,4,2,33.5,0.0,unknown
7730637935,cyranoo,4,3,77.0,0.0,unknown
5896379307,,4,1,26.0,1.0,unknown
7351991182,Supra109,4,1,4.5,0.0,unknown
6744417338,,4,2,88.25,0.0,unknown
2063107609,Erkzz77,4,1,18.75,0.0,unknown
8077889495,Maria720p,4,1,25.25,0.0,unknown
8455405202,,4,1,13.0,0.0,unknown
6289652079,im1nee,4,4,267.5,0.0,unknown
8490666151,,4,2,6.25,0.0,unknown
7203369575,,4,4,211.0,0.0,unknown
muslim_girl_7786,muslim_girl_7786,4,1,11.75,0.0,unknown
7475995677,silviaflix,4,2,42.5,0.0,unknown
